employee_name,user_id,O,C,E,A,N
Quemby Cara Roy,QCR0394,15,27,20,35,28
Eliana Patience Bonner,EPB0893,44,19,47,32,27
Flynn Malachi Hurley,FMH1552,34,35,11,17,24
Shad Jack Dillon,SJD1957,32,39,18,15,33
Travis Colorado Weaver,TCW1808,36,38,25,33,25
Baxter Lucas Klein,BLK0698,43,48,10,41,35
Linus John Vance,LJV1620,44,36,22,43,28
Lesley Aiko Holloway,LAH0463,36,19,19,40,24
Flynn Craig Wong,FCW1100,41,37,16,10,33
Xerxes Ashton Moses,XAM0376,45,36,19,40,30
Miriam Melissa Marquez,MMM1655,24,41,14,33,32
Chastity Stephanie Ward,CSW1165,18,40,45,41,31
Alana Lillian Nielsen,ALN0182,23,46,24,46,35
Thomas Dane Baxter,TDB1920,33,30,39,17,22
Risa Elizabeth French,REF1924,26,35,44,25,35
Aretha Regan Bernard,ARB0626,22,20,19,45,34
Walter Cameron William,WCW1013,33,22,40,27,25
Rogan Troy Ball,RTB0140,41,45,12,12,23
Jeremy Lucius Mathews,JLM0422,40,36,25,11,35
Ignacia Karleigh Strickland,IKS0136,20,34,41,42,23
Ina Kelsey Webster,IKW0678,34,20,18,38,34
Whoopi Mariko Short,WMS0486,25,50,39,33,32
Camilla Marny Brewer,CMB0824,23,15,49,34,23
Aladdin Merritt Garner,AMG1628,47,41,27,20,32
Aimee Hanae Dillon,AHD0590,20,20,26,46,31
